rank,song_id,title,singers,album,date,genre,creator,lyric,singer_id,debut,singer_type,singer_gender,company,bthday
6,1003056,내일,김수철,"작은 거인 김수철 (못다핀 꽃 한 송이)",1983.08.15,Rock,김수철,"스쳐가는 은빛 사연들이 밤하늘에 가득차고 풀나무에 맺힌 이슬처럼 외로움이 찾아 드네 별따라간 사랑 불러보다 옛 추억을 헤아리면 눈동자에 어린 얼굴들은 잊혀져간 나의 모습 흘러 흘러 세월가면 무엇이 될까 멀고도 먼 방랑길을 나 홀로 가야하나 한송이 꽃이 될까 내일 또 내~일  흘러 흘러 세월가면 무엇이 될까 멀고도 먼 방랑길을 나 홀로 가야하나 한송이 꽃이 될까 내일 또 내~일 내일 또 내~일 내일 또 내~일",30,1983.08,솔로,남성,,1957.04.07
6,1003070,"왜 모르시나",김수철,"작은거인 김수철 2",1984.10.01,Rock,김수철,"거기서 누가 우시옵니까 멀리 있어 보고 싶은 연인이 되어 거기서 누가 우시옵니까 내가 바로 울려하는 그림잡니다 못 잊게 생각나서 피고 지던 숱한 나날 구슬처럼 고인 눈물 님따라 발끝따라 온 밤을 온 밤을 적시었소 그것을 왜 모르시나 그것도 왜 모르시나  거기서 누가 기다려요 긴긴 세월 한결같은 님사랑에 거기서 누가 기다려요 기약하신 기리우는 내 님이시여 철없이 님 기다려 가고 넘은 인생의 길 저 몰라라 꿈으로나 오시는 그 한사람 내 청춘 내 청춘 시들어요 그것을 왜 모르시나 그것도 왜 모르시나",30,1983.08,솔로,남성,,1957.04.07
10,1003072,"젊은 그대",김수철,"작은거인 김수철 2",1984.10.01,Rock,안양자,"거칠은 벌판으로 달려가자 젊음의 태양을 마시자 보석보다 찬란한 무지개가 살고있는 저 언덕넘어 내일의 희망이 우리를 부른다 젊은 그대 잠 깨어오라 아하 젊은 그대 잠 깨어오라 아하 아 아 사랑스런 젊은 그대 아 아 태양같은 젊은 그대 젊은 그대 젊은 그대  미지의 신세계로 달려가자 젊음의 희망을 마시자 영원의 불꽃같은 숨결이 살고있는 아름다운 강산의 꿈들이 우리를 부른다 젊은 그대 잠 깨어오라 아하 젊은 그대 잠 깨어오라 아하 아 아 사랑스런 젊은 그대 아 아 태양같은 젊은 그대 젊은 그대 젊은 그대",30,1983.08,솔로,남성,,1957.04.07
2,1003075,"나도야 간다",김수철,"작은거인 김수철 2",1984.10.01,Rock,김수철,"봄이 오는 캠퍼스 잔디밭에 팔베개를 하고 누워 편지를 쓰네 노랑나비 한마리 꽃잎에 앉아 잡으려고 손내미니 날아가 버렸네 떠난 사람 꽃잎위에 못다쓴 사랑 종이비행기 만들어 날려버렸네 나도야 간다 나도야 간다 젊은 나이를 눈물로 보낼 수 있나 나도야 간다 나도야 간다 님 찾아 꿈 찾아 나도야 간다  집으로 돌아갈때 표를 사들고 지하철 벤치위에 앉아있었네 메마른 기침소리 돌아보니까 꽃을 든 여인하나 울고 있었네 마지막 지하열차 떠난 자리엔 그녀는 간데없고 꽃한송이뿐 나도야 간다 나도야 간다 젊은 세월을 눈물로 보낼 수 있나 나도야 간다 나도야 간다 사랑찾아 나도야 간다 예예예",30,1983.08,솔로,남성,,1957.04.07
10,1003544,떠나지마,전원석,전원석,1991.01.01,Folk,박원조,"뭐라고 말을 하나 그 사람을 위해서 어떻게 달래주나 울고있는 너에게 그렇게 눈물지면 내 마음 아프잖아 하고픈 말은 많은데 건넬 수가 없잖아 내 맘을 왜 몰라 사랑하고 있는데 그맘도 몰라주고 어떻게 나를 사랑해 그대여 왜 떠나는가 내 마음 울고 있잖아 그대여 떠나지마라 그대여  그렇게 눈물지면 내 마음 아프잖아 하고픈 말은 많은데 건넬 수가 없잖아 내 맘을 왜 몰라 사랑하고 있는데 그맘도 몰라주고 어떻게 나를 사랑해 그대여 왜 떠나는가 내 마음 울고 있잖아 그대여 떠나지마라 그대여",10557,1986,솔로,남성,,1963.08.07
6,1005216,"얼룩진 상처",백영규,"백영규 9집",1991.11.01,Ballad,백영규,"저 멀리 사라진 너의 발길 눈물속에 아른거리고 붙잡지도 못하는 나의 가슴 서러움에 젖어있네요 수많은 별처럼 아름답던 우리들의 이야기는 맺지도 못하고 낙엽처럼 흩어져야 하는건가요 얼룩진 상처를 나만 외로이 달래야만 하는것인데 잃어버린 사랑이여 다시 찾을 수 없는건가요  수많은 별처럼 아름답던 우리들의 이야기는 맺지도 못하고 낙엽처럼 흩어져야 하는건가요 얼룩진 상처를 나만 외로이 달래야만 하는 것인데 잃어버린 사랑이여 다시 찾을 수 없는건가요 잃어버린 사랑이여 다시 찾을 수 없는건가요",812,1978,솔로,남성,,1952.05.22
3,1008148,"그것은 인생",최혜영,"최혜영 1",1983.12.05,"Adult Contemporary",박건호,"나나나 나나나 나나나나 나나나 나나나 나나나나 아기 때는 젖주면 좋아하고 아하 아이 때는 노는걸 좋아하고 저 가는 세월 속에 모두 변해가는 건 그것은 인생 철이 들어 친구도 알게되고 아하 사랑하며 때로는 당황하며 저 가는 세월 속에 모두 변해가는 건 그것은 인생 시작도 알 수 없고 끝도 알 수 없네 영원한 시간 속에 잠시 서있을뿐 우리가 얻은 것은 진정 무엇이고 우리가 잃은 것은 과연 무엇인가 저 가는 세월 속에 빈손으로 가는 건 그것은 인생 나나나 나나나 나나나나 나나나 나나나 나나나나 어릴 때는 엄마가 필요하고 아하 커가면서 애인도 필요하고 저 가는 세월 속에 모두 변해가는 건 그것은 인생 부딪히는 갈등과 갈등 속에 아하 숨겨있던 자신을 발견하며 저 가는 세월 속에 모두 변해가는 건 그것은 인생 시작도 알 수 없고 끝도 알 수 없네 영원한 시간 속에 잠시 서있을뿐 우리가 얻은 것은 진정 무엇이고 우리가 잃은 것은 과연 무엇인가 저 가는 세월 속에 빈손으로 가는 건 그것은 인생 나나나 나나나 나나나나 나나나 나나나 나나나나",5023,1984.01,솔로,여성,,1963.01
10,1008364,"잃어버린 정",김수희,"김수희 3",1984.01.30,"Adult Contemporary",김중순,"당신의 고운 눈매에 할말을 잊었지만은 냉정히 돌아선 무정한 사람은 눈물을 모르겠지요 말문이 막혀서인지 할말을 잊었지만은 다정한 그날의 뜨거운 추억을 어떻게 잊을 수 있나 미소가 머물다간 시간도 없이 떠나는 사람이면 아쉬운 미련도 아쉬운 마음도 남기지 말아요 잃어버린 정이 그리워지면 그때는 어찌하나요",29,1976,솔로,여성,,1953.03.13
7,1008373,"당신은 누구세요",김수희,"김수희 4",1984.09.29,"Adult Contemporary",이건우,"눈물 많은 여자예요",29,1976,솔로,여성,,1953.03.13
10,1008475,고독한연인,김수희,"김수희 5",1985.06.25,"Adult Contemporary",이건우,"고개들어 나를봐요 슬퍼하지 말아요  무슨 말을 하려는지 난 벌써 알고 있어요  오늘만은 정말이지 날 울리지 말아요  예전처럼 한번만 더 날 꼭 안아주세요  아무리 몸부림쳐도 헤어져야 하는데  어차피 떠날 사람을 붙잡을 수 있나  아무런 말도 하지 말아요 책임질 수 없다면  사랑의 슬픔도 사랑의 아픔도 모르는 사람들처럼  아무리 몸부림쳐도 헤어져야 하는데  어차피 떠날 사람을 붙잡을 수 있나  아무런 말도 하지 말아요 책임질 수 없다면  사랑의 슬픔도 사랑의 아픔도 모르는 사람들처럼 사랑의 슬픔도 사랑의 아픔도 모르는 사람들처럼",29,1976,솔로,여성,,1953.03.13
5,1008830,아그네스,김세화,"잠자는 인형",1985.01.01,Folk,박종민,"울다지쳐 잠든 여름새의 전설을 들었나요 목각인형의 외로운 마음을 아시나요 어둠을 밝히는 촛불의 아픔을 아시나요 이른 아침여린풀잎의 아픔을 아시나요 아그네스 아그네스 기도하는 아그네스 서러워 말아요 기도하는 아그네스 서러워 말아요 어차피 인생은 바람 바람인걸 누구나 날리는  꽃잎 꽃잎인걸 간주중~~@@ 아그네스 아그네스 기도하는 아그네스 서러워 말아요 기도하는 아그네스 서러워 말아요 어차피 인생은 바람 바람인걸 누구나 날리는 꽃잎 꽃잎인걸",5251,1974,솔로,여성,,1956.05
10,1009480,"우리 사랑",김승덕,"김승덕의 모든것",1984.11.01,Ballad,계동균,"눈물이 흘러 나의 볼이 젖어가도 그대 향한 마음은 지울 수는 없는데 우린 정말 헤어지나요 그대와 나는 미워할 수 없기에 헤어지는 아픔이 더욱더 깊은데 우리 사랑 어이하나요  지울 수 없는 추억들을 남겨두고 언제 가는 서로가 헤어져야 하는데 우린 정말 잊혀질까요  그대와 나는 미워할 수 없기에 헤어지는 아픔이 더욱더 깊은데 우리 사랑 어이하나요",27,1984,솔로,남성,,1959.04.18
2,1010296,사랑하기에,이정석,사랑하기에...,1987.05.01,Ballad,조정열,"사랑하기에 떠나신다니  그 말 나는 믿을 수 없어  사랑한다면 왜 헤어져야 해  그 말 나는 믿을 수 없어  하얀 찻잔을 사이에 두고  그대에게 하고 싶은 말  사랑한다는 말 하기도 전에  떠나가면 나는 어떡해  홀로 애태웠던 많은 노래가  오늘 이 밤 다시 들릴듯 한데  그 많았던 순간 우리의 얘기  저 하늘에 그대 가슴에 들릴듯 한데  날 사랑한다면 왜 떠나가야해  나에겐 아직도 할말이 많은데  정녕 내 곁을 떠나가야 한다면  말 없이 보내드리겠어요  하지만 나는 믿을 수 없어요  그대 떠난다는 말이  사랑하기에 떠나신다는 그 말  나는 믿을 수 없어요   홀로 애태웠던 많은 노래가  오늘 이 밤 다시 들릴듯 한데  그 많았던 순간 우리의 얘기  저 하늘에 그대 가슴에 들릴듯 한데  날 사랑한다면 왜 떠나가야해  나에겐 아직도 할말이 많은데  정녕 내 곁을 떠나가야 한다면  말 없이 보내드리겠어요  하지만 나는 믿을 수 없어요  그대 떠난다는 말이  사랑하기에 떠나신다는 그 말  나는 믿을 수 없어요",5458,1986,솔로,남성,,1967.05.26
10,1016285,"무정 부르스",강승모,"베스트 1",1983.01.01,"Adult Contemporary",박건호,"이제는 애원해도 소용없겠지 변해 버린 당신이기에 내 곁에 있어 달라 말도 못하고 떠나야 할 이 마음 추억 같은 불빛들이 흐느껴 우는 이 밤에 상처만 남겨 두고 떠나 갈 길을 무엇하러 왔던가  자꾸만 바라 보면 미워지겠지 믿어 왔던 당신이기에 쏟아져 흐른 눈물 가슴에 안고 돌아서는 이 발길 사랑했던 기억들이 갈 길을 막아서지만 추억이 아름답게 남아 있을때 미련 없이 가야지",1004,1983,솔로,남성,퍼플K,1961.09.19
9,1017068,"그녀에게 전해주오",소방차,"소방차 1집",1987.01.01,Dance,박건호,"그녀에게 전해주오 내가 후회한다고 그녀에게 전해주오 기다리고 있다고 우린 손목을 잡은 일도 없고 약속한 일도 없지만 난 알아 그게 사랑인 것을 그대 멀리 떠나려고 할 적에 잡지 못한 내가 바보야 우 그녀에게 전해주오 내가 내가 여기 있다고 그녀에게 전해주오 내가 사랑한다고 그녀에게 전해주오 잊지 말아 달라고 우린 서로가 헤어지기 싫어 울어본 일은 없지만 난 알아 이게 슬픔인 것을 그대 눈에 눈물 고여 흐르면 내가 가서 달래 주리라 우 그녀에게 전해주오 내가 내가 여기 있다고 난 알아 이게 슬픔인 것을 그대 눈에 눈물 고여 흐르면 내가 가서 달래주리라 우 그녀에게 전해주오 내가 내가 여기 있다고",100102,1987.04,그룹,남성,,
6,1017150,"그 아픔까지 사랑한거야",조정현,"그 아픔까지 사랑한거야",1989.06.15,Ballad,이지영,"너를 처음 만난 날 소리없이  밤새 눈은 내리고  끝도 없이 찾아드는 기다림  사랑의 시작이었어  길모퉁에 서서 눈을 맞으며  너를 기다리다가  돌아서는 아쉬움에 그리움만 쌓여도  난 슬프지 않아  눈내리고 외롭던 밤이 지나면  멀리서 들려오는 새벽종소리  혼자만의 사랑은 슬퍼지는거라  말하지 말아요  그대 향한 그리움은 나만의 것인데  외로움에 가슴 아파도  그 아픔까지 사랑한거야   눈내리고 외롭던 밤이 지나면  멀리서 들려오는 새벽종소리  혼자만의 사랑은 슬퍼지는거라  말하지 말아요  그대 향한 그리움은 나만의 것인데  외로움에 가슴 아파도  그 아픔까지 사랑한거야  그 아픔까지 사랑한거야",6014,1989.06.15,솔로,남성,,1966.08.15
8,1017165,"사랑하고 싶어",소방차,"사랑하고싶어 / 연애편지",1989.01.01,Dance,지예,"사랑하고 싶어도",100102,1987.04,그룹,남성,,
9,1027891,"여름날의 추억",이정석,"슬픈 연인의 눈물",1997.01.09,Ballad,지예,"계절이 지나버린 쓸쓸한 바닷가에 언제나 부서지는 파도만이 언제나 파도만이 아직도 내 가슴엔 아프게 출렁이고 있는 지나간 여름날의 추억 아무도 찾지 않는 바닷가엔 어느새 불꽃처럼 솟아오르던 사랑노래 들려오네 지금은 가고 없는 너의 모습 그리며 나 이제는 외로이 앉아 사랑노래 불러보네 짧았던 우리들의 여름은 가고 나의 사랑도 가고 너의 모습도 파도속에 사라지네 불러도 대답없는 이름이 되어 이제 추억이 되어 나의 여름날은 다시 오지 않으리  아무도 찾지 않는 바닷가엔 어느새 불꽃처럼 솟아오르던 사랑노래 들려오네 지금은 가고 없는 너의 모습 그리며 나 이제는 외로이 앉아 사랑노래 불러보네 짧았던 우리들의 여름은 가고 나의 사랑도 가고 너의 모습도 파도속에 사라지네 불러도 대답없는 이름이 되어 이제 추억이 되어 나의 여름날은 다시 오지 않으리",5458,1986,솔로,남성,,1967.05.26
7,1028057,"카페와 여인",김범룡,"김범룡 3집",1987.01.01,Ballad,김범룡,"어느 날 우연히 갔던 조그만 카페에서 말없이 눈웃음 짓던 그 사람 생각하네 어디로 갔나 여인 어디로 갔나 그 사람 어디로 갔나 여인 나를 보며 살며시 웃음 짓던 사람 말없이 전등불만 바라보던 사람 아하 지금은 아무도 없는 조그만 카페에는 노란 전등불만이 홀로 깜박거리네  어디로 갔나 여인 어디로 갔나 그 사람 어디로 갔나 여인 나를 보며 살며시 웃음 짓던 사람 말없이 전등불만 바라보던 사람 아하 지금은 아무도 없는 조그만 카페에는 노란 전등불만이 홀로 깜박거리네 어디로 갔나 여인 어디로 갔나 그사람 어디로 갔나 여인 어디로 갔나 그사람 어디로 갔나 여인 어디로 갔나 그사람 어디로 갔나 여인",41,1985.03,솔로,남성,,1960.06.03
4,1028062,현아,김범룡,"김범룡 3집",1987.01.01,Ballad,김범룡,"현아 외로운 이 밤 나홀로 지샐 순 없어 현아 뜨거운 눈물 이렇게 흘려야 하니 현아 너 떠난 후에 얼마나 울었는지 먼 곳에 있는 당신은 아무것도 몰라 달빛 물들은 밤이 오면 내 손을 잡아주며 영원히 내 곁에 있겠다고 맹세도 했었잖아 현아 날 버리지 말아요 현아 날 떠나지 말아요 현아 당신 떠나시면 이 슬픔 정말 어쩌란 말야  현아 쓸쓸한 밤 길 나홀로 걸어 봤지 현아 부는 바람이 너무도 차가왔어 현아 너 떠난 후에 얼마나 외로운지 먼 곳에 있는 당신은 아무것도 몰라 별빛 수 놓은 밤이 오면 내 눈을 바라보며 영원히 날 사랑하겠다고 맹세도 했었잖아 현아 날 버리지 말아요 현아 날 떠나지 말아요 현아 당신 떠나시면 이 슬픔 정말 어쩌란 말야 현아 날 버리지 말아요 현아 날 떠나지 말아요 현아 당신 떠나시면 이 슬픔 정말 어쩌란 말야",41,1985.03,솔로,남성,,1960.06.03
